Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2-December-2014,21.00,21.65,19.45,20.90,20.570682438367276261,23723842,43914,488015620.00,6329377,26.68,2.20,-0.10
1-December-2014,19.30,21.40,19.20,21.25,20.881233859290135417,30491224,55916,636694379.00,14726106,48.30,2.20,1.95
28-November-2014,15.90,18.49,15.80,18.24,17.353077572643794374,40889969,68769,709566804.00,15820501,38.69,2.69,2.34
27-November-2014,15.45,15.78,15.05,15.41,15.461000299629684196,3020395,9763,46698328.00,1339541,44.35,0.73,-0.04
26-November-2014,14.80,15.45,14.80,15.25,15.101717933203475136,2622861,6557,39609707.00,946454,36.08,0.65,0.45
25-November-2014,15.65,16.00,14.75,14.97,15.257462367349507832,5528909,14326,84357121.00,2286122,41.35,1.25,-0.68
24-November-2014,16.15,16.75,15.00,15.68,15.932438517532185675,12562809,27044,200156182.00,4640544,36.94,1.75,-0.47
21-November-2014,13.80,16.76,13.63,16.06,15.613944349447761936,21982639,30985,343235702.00,8079022,36.75,3.13,2.26
20-November-2014,14.00,14.50,13.90,13.97,14.042682100039666156,1976496,3824,27755305.00,1219065,61.68,0.60,-0.03
19-November-2014,14.30,14.59,13.62,13.96,14.146366026544765810,2247072,5551,31787903.00,1299770,57.84,0.97,-0.34
18-November-2014,14.00,14.65,14.00,14.39,14.394544750034452703,4469896,11775,64342118.00,1987215,44.46,0.65,0.39
17-November-2014,14.70,14.70,13.50,13.82,13.980682319656292650,5864524,13008,81990047.00,3678031,62.72,1.20,-0.88
14-November-2014,15.11,15.40,15.05,15.23,15.242966882390091754,1960226,4254,29879660.00,1103386,56.29,0.35,0.12
13-November-2014,15.40,15.45,14.88,15.02,15.151284927774041799,2568121,6353,38910333.00,1054918,41.08,0.57,-0.38
12-November-2014,15.16,15.60,15.05,15.18,15.299279255890242112,1648574,5146,25221994.00,816206,49.51,0.55,0.02
11-November-2014,15.70,15.89,15.00,15.23,15.346915689754887816,2353249,5761,36115114.00,1355428,57.60,0.89,-0.47
10-November-2014,15.20,15.85,14.95,15.68,15.485759795425403371,5463826,12271,84611497.00,2194813,40.17,0.90,0.48
7-November-2014,16.00,16.23,14.78,14.93,15.399512974814014464,4923770,10621,75823660.00,2876962,58.43,1.45,-1.07
5-November-2014,15.40,16.20,15.15,15.91,15.817229176892836461,6348092,14947,100409226.00,3837976,60.46,1.05,0.51
3-November-2014,14.65,15.42,14.41,14.87,14.886485275298320395,5007368,13247,74542110.00,2605319,52.03,1.01,0.22
31-October-2014,13.85,14.20,13.75,13.93,13.928328689491459169,2179589,4190,30358032.00,1465560,67.24,0.45,0.08
30-October-2014,13.89,13.95,13.66,13.75,13.760645670017725394,1365837,4300,18794799.00,954252,69.87,0.29,-0.14
29-October-2014,13.80,14.03,13.65,13.70,13.798634117155099059,2125951,4071,29335220.00,1569479,73.82,0.38,-0.10
28-October-2014,14.53,14.65,13.48,13.84,13.976074570314449268,2244432,4797,31368349.00,1477689,65.84,1.17,-0.69
27-October-2014,14.80,15.10,14.35,14.47,14.762784313106423406,1393622,3558,20573741.00,896576,64.33,0.75,-0.33
23-October-2014,14.61,14.88,14.61,14.78,14.773762290028192348,424938,1464,6277933.00,336078,79.09,0.27,0.17
22-October-2014,14.49,14.88,14.40,14.52,14.605807330164735305,943635,4242,13782551.00,424480,44.98,0.48,0.03
21-October-2014,15.00,15.03,14.13,14.25,14.443565597413539077,1204735,4748,17400669.00,769847,63.90,0.90,-0.75
20-October-2014,15.40,15.70,14.75,14.88,15.174657448986342060,1405849,4349,21333277.00,894203,63.61,0.95,-0.52
17-October-2014,15.20,15.50,14.65,15.21,15.065484253066127356,1976353,6624,29774715.00,1155233,58.45,0.85,0.01
16-October-2014,15.19,16.16,14.75,14.96,15.666812223422651998,5979340,14607,93677197.00,3204663,53.60,1.41,-0.23
14-October-2014,14.55,15.50,14.50,15.19,15.185726230483510475,6094718,11625,92552719.00,3713865,60.94,1.00,0.64
13-October-2014,14.75,14.80,14.25,14.51,14.527413054176173220,2794125,6369,40591408.00,1722120,61.63,0.55,-0.24
10-October-2014,13.79,15.00,13.50,14.71,14.375873840890956980,6410635,14453,92158480.00,3419694,53.34,1.50,0.92
9-October-2014,13.68,14.18,13.53,13.79,13.892657756283934137,2686454,6677,37321986.00,1516389,56.45,0.65,0.11
8-October-2014,12.87,13.72,12.60,13.53,13.138323182544732407,3440291,7783,45199655.00,1829189,53.17,1.12,0.66
7-October-2014,12.69,13.10,12.55,12.83,12.805472308051532346,1764484,4488,22595051.00,973637,55.18,0.55,0.14
1-October-2014,12.90,13.01,12.40,12.46,12.651607205605114815,1824191,6609,23078948.00,961630,52.72,0.61,-0.44
30-September-2014,12.55,12.72,12.28,12.32,12.463174712417658047,1220520,3068,15211554.00,683903,56.03,0.44,-0.23
29-September-2014,12.50,12.60,12.36,12.52,12.492587479004159594,1137130,2902,14205696.00,633338,55.70,0.24,0.02
26-September-2014,12.65,12.78,12.00,12.28,12.326657744316719162,2225871,7269,27437550.00,1408400,63.27,0.78,-0.37
25-September-2014,13.38,13.38,12.50,12.56,12.708602007541745020,1819738,4811,23126326.00,1184884,65.11,0.88,-0.82
24-September-2014,13.79,13.79,12.85,13.08,13.094110909359626712,1515616,3786,19845644.00,868354,57.29,0.94,-0.71
23-September-2014,13.65,13.90,13.20,13.30,13.509120274759421052,1733007,4510,23411400.00,1124496,64.89,0.70,-0.35
22-September-2014,14.02,14.04,13.55,13.64,13.768407057414567016,1265846,3270,17428683.00,737911,58.29,0.49,-0.38
19-September-2014,13.89,14.35,13.82,13.91,14.074385701246529774,2634915,6032,37084810.00,1344103,51.01,0.53,0.02
18-September-2014,13.70,14.05,13.70,13.75,13.858714825751221253,1759668,4819,24386737.00,881970,50.12,0.35,0.05
17-September-2014,14.30,14.54,13.60,13.72,13.967176047521640176,2830037,6636,39527625.00,1850984,65.40,0.94,-0.58
16-September-2014,13.70,14.68,13.52,13.82,14.076215460703150198,4883025,9496,68734512.00,2338287,47.89,1.16,0.12
15-September-2014,13.84,14.05,13.50,13.61,13.803058397808677729,1290545,3344,17813468.00,806117,62.46,0.55,-0.23
12-September-2014,14.10,14.30,13.71,13.82,14.002313717147885281,1292725,3968,18101141.00,819025,63.36,0.59,-0.28
11-September-2014,14.45,14.69,14.00,14.07,14.236287136034060067,2400465,5648,34173709.00,1330315,55.42,0.69,-0.38
10-September-2014,13.79,14.50,13.45,14.43,14.200191276477134726,4925854,10824,69948069.00,2690604,54.62,1.05,0.64
9-September-2014,13.30,14.00,13.10,13.82,13.576529591651730848,2989458,6508,40586465.00,1742977,58.30,0.90,0.52
8-September-2014,13.00,13.32,12.92,13.26,13.144118447422055042,1411124,3834,18547981.00,992030,70.30,0.40,0.26
5-September-2014,13.15,13.40,12.90,12.99,13.033839613952076994,1489556,3664,19414634.00,904533,60.73,0.50,-0.16
4-September-2014,13.76,13.79,12.90,13.04,13.228754655189817227,1694077,4425,22410529.00,1012127,59.75,0.89,-0.72
3-September-2014,13.50,13.79,13.45,13.61,13.628795874672054521,2652880,7541,36155560.00,1489190,56.13,0.34,0.11
2-September-2014,12.90,13.23,12.64,13.09,12.994523339258009913,2478335,6663,32204782.00,1206875,48.70,0.59,0.19
1-September-2014,12.80,12.85,12.25,12.64,12.556170483841449683,3841279,14841,48231754.00,2106157,54.83,0.60,-0.16
28-August-2014,13.17,13.23,12.75,12.80,12.937310926609539293,1875925,4721,24269425.00,1122603,59.84,0.48,-0.37
27-August-2014,13.10,13.36,13.00,13.17,13.149930518609101665,1259330,3703,16560102.00,822902,65.34,0.36,0.07
26-August-2014,13.70,13.95,12.88,13.03,13.295921248902900279,2032632,5536,27025715.00,1354329,66.63,1.07,-0.67
25-August-2014,14.75,14.75,13.56,13.66,13.982965996535872060,3021251,7483,42246050.00,1925378,63.73,1.19,-1.09
22-August-2014,15.15,15.60,14.50,14.78,14.880085419019195662,4107282,10043,61116707.00,2392629,58.25,1.10,-0.37
21-August-2014,14.20,14.83,14.20,14.56,14.649731128818508389,3859655,10283,56542908.00,2295941,59.49,0.63,0.36
20-August-2014,13.69,14.25,13.60,14.09,14.001811541567327454,3648274,7854,51082445.00,2081290,57.05,0.65,0.40
19-August-2014,13.75,14.00,13.23,13.74,13.670248384293712538,3877097,11332,53000879.00,1986165,51.23,0.77,-0.01
18-August-2014,11.80,13.60,11.46,13.49,12.980419863062660200,7442236,17980,96603348.00,3495795,46.97,2.14,1.69
14-August-2014,11.44,12.69,11.44,11.98,12.139059684696088100,5925204,13446,71926405.00,2809509,47.42,1.25,0.54
13-August-2014,12.85,12.90,11.10,11.25,11.828480906027704979,7478800,15231,88462843.00,5350671,71.54,1.80,-1.60
12-August-2014,13.25,13.30,12.75,12.85,12.959293739765515045,2537988,6681,32890532.00,1731910,68.24,0.55,-0.40
11-August-2014,13.52,13.69,13.06,13.14,13.327860209340723110,1714621,4577,22852229.00,1265720,73.82,0.63,-0.38
8-August-2014,13.57,13.60,13.15,13.32,13.305935007917030455,2567882,7236,34168071.00,1687337,65.71,0.45,-0.25
7-August-2014,13.69,13.91,13.50,13.62,13.679105956861574302,2451828,7411,33538815.00,1469203,59.92,0.41,-0.07
6-August-2014,14.05,14.23,13.42,13.60,13.870216115484104247,3595300,9470,49867588.00,1956842,54.43,0.81,-0.45
5-August-2014,14.60,14.65,14.05,14.13,14.245976104914360386,2142700,7238,30524853.00,1289172,60.17,0.60,-0.47
4-August-2014,14.20,14.78,14.10,14.58,14.507953025204615864,3626796,10526,52617386.00,2087996,57.57,0.68,0.38
1-August-2014,13.90,14.55,13.60,14.09,14.160985951029463793,5675576,14006,80371752.00,2992942,52.73,0.95,0.19
31-July-2014,13.90,14.25,13.50,13.80,13.906157773279948652,6923834,11772,96283928.00,4022548,58.10,0.75,-0.10
30-July-2014,16.00,16.10,13.60,14.00,14.538731764027408399,14853403,27586,215949642.00,8340816,56.15,2.50,-2.00
28-July-2014,16.65,16.90,16.50,16.70,16.707462195568336790,1294954,2827,21635395.00,613184,47.35,0.40,0.05
25-July-2014,17.40,17.40,16.50,16.65,16.793133678080945899,2985179,5847,50130510.00,1545812,51.78,0.90,-0.75
24-July-2014,17.75,17.80,17.20,17.35,17.442343808310130000,2312527,4161,40335891.00,1190797,51.49,0.60,-0.40
23-July-2014,17.90,18.15,17.50,17.65,17.835084778787057704,5045071,8929,89979269.00,1585119,31.42,0.65,-0.25
22-July-2014,18.00,18.25,17.55,17.75,17.919611766519032896,3069081,5000,54996740.00,1119806,36.49,0.70,-0.25
21-July-2014,17.95,18.10,17.70,17.80,17.885188831073121014,1321631,2624,23637620.00,675796,51.13,0.40,-0.15
18-July-2014,17.95,18.10,17.65,17.75,17.811029827110631342,2666098,4498,47485951.00,1206248,45.24,0.45,-0.20
17-July-2014,18.35,18.35,18.00,18.10,18.128213751172378240,1986347,3511,36008923.00,1000939,50.39,0.35,-0.25
16-July-2014,18.10,18.35,17.95,18.20,18.127746387376917600,2954017,4440,53549671.00,1192679,40.37,0.40,0.10
15-July-2014,17.80,18.20,17.65,17.95,17.957015274232994849,3415818,5329,61337896.00,1070190,31.33,0.55,0.15
14-July-2014,17.70,17.90,17.20,17.50,17.524674262196499558,3270959,7511,57322491.00,1019167,31.16,0.70,-0.20
11-July-2014,18.50,18.65,17.30,17.45,17.927749753345118677,3845454,7084,68940337.00,2055697,53.46,1.35,-1.05
10-July-2014,18.40,19.40,18.00,18.30,18.609918288067191622,4689156,9339,87264810.00,1891014,40.33,1.40,-0.10
9-July-2014,18.80,19.20,18.15,18.40,18.598515529179030662,3791250,8378,70511622.00,1684872,44.44,1.05,-0.40
8-July-2014,20.50,20.65,18.50,18.85,19.893872575378663946,8796322,14799,174992909.00,3563029,40.51,2.15,-1.65
7-July-2014,19.80,20.80,19.55,20.30,20.323868172621105510,11549619,19285,234732934.00,4040795,34.99,1.25,0.50
4-July-2014,19.75,20.35,19.45,19.75,19.923963205378937223,7290957,13249,145264759.00,3030373,41.56,0.90,0.00
3-July-2014,19.40,19.95,19.15,19.60,19.677455849867079114,3671733,6332,72250364.00,1927426,52.49,0.80,0.20
2-July-2014,19.40,19.80,19.15,19.30,19.445397010122440453,5399686,9475,104999038.00,2248279,41.64,0.65,-0.10
1-July-2014,19.10,19.55,19.00,19.20,19.280740674639070565,3686801,6462,71084254.00,1516570,41.14,0.55,0.10
30-June-2014,19.10,19.45,19.00,19.10,19.219411831917693001,2616837,5404,50294068.00,1307991,49.98,0.45,0.00
27-June-2014,18.95,19.55,18.60,19.05,19.133580259186044827,5110306,9001,97778450.00,1598140,31.27,0.95,0.10
26-June-2014,19.20,19.30,18.45,18.85,18.826736077191304984,3183571,6935,59936251.00,1249995,39.26,0.85,-0.35
25-June-2014,19.85,19.85,19.00,19.10,19.374761387740499482,4013834,7729,77767076.00,1704227,42.46,0.85,-0.75
24-June-2014,18.15,20.40,18.00,19.75,19.407412110560390368,13033022,22834,252937229.00,4404584,33.80,2.40,1.60
23-June-2014,17.60,18.15,17.60,17.95,17.921629993043605609,2731300,6584,48949348.00,1350616,49.45,0.55,0.35
20-June-2014,18.90,18.90,17.20,17.40,17.887910932964153562,5518540,11869,98715152.00,3801144,68.88,1.70,-1.50
19-June-2014,18.80,19.20,18.55,18.75,18.839693981219625303,1865245,4806,35140645.00,917773,49.20,0.65,-0.05
18-June-2014,19.40,19.55,18.50,18.80,19.057558238938967402,3281181,7836,62531298.00,1300788,39.64,1.05,-0.60
17-June-2014,18.10,19.40,18.10,19.15,18.801840211953279044,3025195,7107,56879233.00,1353266,44.73,1.30,1.05
16-June-2014,18.60,18.60,17.80,18.20,18.168666076054250330,2790324,6644,50696465.00,1360421,48.75,0.80,-0.40
13-June-2014,20.00,20.35,18.50,18.70,19.410601321563965046,5421758,11541,105239583.00,2632432,48.55,1.85,-1.30
12-June-2014,20.50,20.55,19.70,19.90,20.095888580427870983,4325416,8447,86923078.00,1920274,44.40,0.85,-0.60
11-June-2014,21.10,21.80,20.30,20.50,21.130428220071164808,11216499,19466,237009427.00,5341162,47.62,1.50,-0.60
10-June-2014,20.25,21.50,19.25,20.85,20.653863319737525713,15567544,29676,321529926.00,5468924,35.13,2.25,0.60
9-June-2014,19.30,20.50,19.30,20.10,20.054717045832082498,9740164,19493,195336233.00,5202357,53.41,1.20,0.80
6-June-2014,19.70,19.80,18.90,19.05,19.249894349568585319,5236609,12178,100804170.00,3019945,57.67,0.90,-0.65
5-June-2014,18.80,19.85,18.35,19.50,19.299032002892459634,6920062,14294,133550498.00,3201127,46.26,1.50,0.70
4-June-2014,18.50,18.90,18.35,18.60,18.628781445351851782,3742286,7627,69714228.00,1802998,48.18,0.55,0.10
3-June-2014,18.10,18.75,18.10,18.35,18.389426806186080906,4862788,10357,89423884.00,2110618,43.40,0.65,0.25
2-June-2014,18.35,18.60,17.75,17.90,18.053269418151447661,3448320,7976,62253450.00,1973318,57.23,0.85,-0.45
30-May-2014,19.00,19.15,18.05,18.20,18.475334358114547192,2581364,5984,47691563.00,1514376,58.67,1.10,-0.80
29-May-2014,18.55,19.20,18.30,18.50,18.718762431817638267,2968693,6950,55570259.00,1244916,41.93,0.90,-0.05
28-May-2014,18.90,19.30,18.35,18.55,18.854771887524493330,4217985,9207,79529145.00,2184071,51.78,0.95,-0.35
27-May-2014,19.20,19.60,18.40,19.40,19.074998904865268217,6620190,14286,126280117.00,2992914,45.21,1.20,0.20
26-May-2014,21.90,22.20,17.85,18.90,20.242091751558973485,16149088,33124,326891321.00,7694403,47.65,4.35,-3.00
23-May-2014,19.40,21.55,19.40,21.10,20.425558973931108569,23683439,41706,483747480.00,10639667,44.92,2.15,1.70
22-May-2014,18.45,18.85,18.30,18.70,18.618105451769499514,6904749,15703,128553345.00,3602794,52.18,0.55,0.25
21-May-2014,17.35,18.80,17.35,18.15,18.141544224666594838,12075173,22425,219062285.00,5384724,44.59,1.45,0.80
20-May-2014,17.00,17.45,16.40,17.10,17.041747136525621882,10271962,20095,175052179.00,4496454,43.77,1.05,0.10
19-May-2014,14.60,17.20,14.00,16.55,15.507135233956369523,11870739,20599,184081155.00,5273094,44.42,3.20,1.95
16-May-2014,15.45,15.75,14.85,14.95,15.133406032390335817,3269185,5947,49473904.00,1872806,57.29,0.90,-0.50
15-May-2014,15.15,15.50,14.90,15.15,15.165693237462960950,2089349,4905,31686426.00,1262593,60.43,0.60,0.00
14-May-2014,15.75,15.95,14.90,15.00,15.315964859202456009,4399331,8320,67379999.00,2613780,59.41,1.05,-0.75
13-May-2014,14.95,15.80,14.95,15.65,15.471162434888424170,3602662,7888,55737369.00,2079872,57.73,0.85,0.70
12-May-2014,14.45,15.25,14.45,14.95,14.898078324722338314,2971782,6486,44273841.00,1409522,47.43,0.80,0.50
9-May-2014,14.40,14.65,14.30,14.35,14.425993632446478259,2417569,4455,34875835.00,1443265,59.70,0.35,-0.05
8-May-2014,14.70,14.90,14.20,14.25,14.414373692333230884,3042155,6371,43850759.00,1853037,60.91,0.70,-0.45
7-May-2014,15.20,15.40,14.55,14.65,14.893058851161065295,1822292,4801,27139502.00,1112671,61.06,0.85,-0.55
6-May-2014,14.70,15.60,14.70,15.10,15.244827556945263286,2474701,6318,37726390.00,1543757,62.38,0.90,0.40
5-May-2014,14.90,15.10,14.35,14.60,14.632927601730614964,1825016,6046,26705327.00,1174010,64.33,0.75,-0.30
2-May-2014,15.50,15.50,14.65,14.85,14.989446306931894539,1656387,4102,24828324.00,1054999,63.69,0.85,-0.65
30-April-2014,15.78,15.94,14.99,15.08,15.453095265352094166,1947959,7280,30101996.00,1362952,69.97,0.95,-0.70
29-April-2014,15.80,16.07,15.61,15.70,15.828355715045032610,1702655,6716,26950229.00,1022778,60.07,0.46,-0.10
28-April-2014,15.90,16.10,15.60,15.69,15.831669944194085909,1705554,4792,27001768.00,1112561,65.23,0.50,-0.21
25-April-2014,16.55,16.68,15.75,15.83,16.107746878764858000,2606340,12628,41982265.00,1748964,67.10,0.93,-0.72
23-April-2014,16.94,17.22,16.46,16.53,16.816381110684908153,2158596,11424,36299773.00,1168507,54.13,0.76,-0.41
22-April-2014,16.75,17.40,16.65,16.82,17.066356727684605214,4010897,18342,68451399.00,1784723,44.50,0.75,0.07
21-April-2014,17.20,17.45,16.66,16.74,16.916494600381439249,1624374,9712,27478714.00,1026305,63.18,0.79,-0.46
17-April-2014,16.75,17.30,16.65,17.02,17.020653545268002132,1457619,5621,24809628.00,656926,45.07,0.65,0.27
16-April-2014,17.70,17.80,16.45,16.65,16.930771779248279786,1934789,5781,32757471.00,1281710,66.25,1.35,-1.05
15-April-2014,18.05,18.25,17.50,17.60,17.668118287142431319,1831746,4245,32363505.00,1026664,56.05,0.75,-0.45
11-April-2014,17.90,18.40,17.75,18.05,18.062157986748811368,3305062,7267,59696552.00,1555917,47.08,0.65,0.15
10-April-2014,18.60,19.05,17.70,17.90,18.587355900163373270,5225457,10142,97127429.00,2463989,47.15,1.35,-0.70
9-April-2014,17.15,18.50,17.15,18.35,18.119344014196057459,6840209,14376,123940100.00,3953118,28.90,1.35,1.20
7-April-2014,18.25,18.25,17.00,17.25,17.245619131485978094,1535312,4585,26477406.00,947889,30.87,1.25,-1.00
4-April-2014,17.60,18.28,16.95,17.51,17.659398122188447285,4743820,12118,83773006.00,1929341,40.67,1.33,-0.09
3-April-2014,17.49,18.60,16.37,17.76,17.792256264291179647,14667701,26531,260971495.00,7360593,50.18,2.23,0.27
2-April-2014,14.58,17.38,14.55,17.27,16.097329235254066357,11311966,21448,182092441.00,6928875,61.25,2.83,2.69
1-April-2014,14.29,14.60,14.16,14.49,14.364722659484679620,2133857,4600,30652264.00,1241175,58.17,0.44,0.20
31-March-2014,14.00,14.40,13.90,14.15,14.159016260601804332,2591540,6035,36693657.00,1504837,58.07,0.50,0.15
28-March-2014,13.87,14.00,13.70,13.91,13.876762728470556437,1479950,3626,20536915.00,850440,57.46,0.30,0.04
27-March-2014,13.45,14.05,13.45,13.79,13.793211016801787850,3415946,5765,47116864.00,2237037,65.49,0.60,0.34
26-March-2014,13.85,13.85,13.25,13.32,13.392535510172664520,2910152,4851,38974314.00,2503595,86.03,0.60,-0.53
25-March-2014,13.55,13.94,13.55,13.60,13.771826186567135016,1791323,3346,24669789.00,1481228,82.69,0.39,0.05
24-March-2014,14.09,14.24,13.75,13.79,13.940942709850636053,937107,2376,13064155.00,658380,70.26,0.49,-0.30
22-March-2014,13.98,14.08,13.91,13.95,13.986076089116562520,226445,549,3167077.00,181917,80.34,0.17,-0.03
21-March-2014,13.99,14.10,13.80,13.98,13.966284495508092957,1116341,2798,15591136.00,790129,70.78,0.30,-0.01
20-March-2014,14.21,14.29,13.85,13.89,14.015418173719907817,1508739,2929,21145608.00,1207112,80.01,0.44,-0.32
19-March-2014,14.70,14.70,14.25,14.28,14.441590924405722190,756843,2013,10930017.00,551654,72.89,0.45,-0.42
18-March-2014,14.80,14.89,14.45,14.55,14.682199484882141877,1374831,3677,20185543.00,928072,67.50,0.44,-0.25
14-March-2014,14.50,14.80,14.25,14.61,14.628996757132183787,1387969,4415,20304594.00,810379,58.39,0.55,0.11
13-March-2014,14.79,15.09,14.38,14.47,14.717315760126389017,3615504,6221,53210514.00,2524710,69.83,0.71,-0.32
12-March-2014,14.19,15.20,14.05,14.61,14.793408473625757359,4547050,12824,67266368.00,2053240,45.16,1.15,0.42
11-March-2014,14.56,14.62,14.05,14.14,14.291110740740375483,1013999,3248,14491172.00,647556,63.86,0.57,-0.42
10-March-2014,14.13,14.77,13.81,14.40,14.471843433711195885,2795902,7279,40461856.00,1244376,44.51,0.96,0.27
7-March-2014,14.51,14.74,13.98,14.15,14.293041604477925165,2382532,6519,34053629.00,1358605,57.02,0.76,-0.36
6-March-2014,13.84,14.70,13.70,14.40,14.295046422700812302,4883279,11942,69806700.00,2129419,43.61,1.00,0.56
5-March-2014,12.88,13.69,12.86,13.53,13.478159595119116648,3223269,7533,43443734.00,1637217,50.79,0.83,0.65
4-March-2014,12.74,12.80,12.50,12.79,12.702270663720014812,1852498,4164,23530931.00,966658,52.18,0.30,0.05
3-March-2014,13.09,13.09,12.55,12.76,12.786328747155798136,2923931,6128,37386343.00,1595730,54.57,0.54,-0.33
28-February-2014,13.30,13.40,12.90,13.10,13.084393738031205198,2675708,3852,35010017.00,1500195,56.07,0.50,-0.20
26-February-2014,13.60,13.65,13.20,13.40,13.375514621417416576,1985683,3111,26559532.00,1084459,54.61,0.45,-0.20
25-February-2014,13.85,13.90,13.50,13.55,13.641581469352365025,1132567,1947,15450005.00,752179,66.41,0.40,-0.30
24-February-2014,13.70,13.90,13.60,13.70,13.752172220558150026,1649234,2425,22680550.00,1002642,60.79,0.30,0.00
21-February-2014,13.90,14.15,13.60,13.60,13.826468114698899156,1909626,3702,26403383.00,1265696,66.28,0.55,-0.30
20-February-2014,14.00,14.20,13.75,13.80,13.957323636392115247,2042981,3301,28514547.00,1233930,60.40,0.45,-0.20
19-February-2014,13.75,14.55,13.75,14.10,14.205627731298034497,2276619,3975,32340802.00,988070,43.40,0.80,0.35
18-February-2014,14.55,14.65,13.75,13.80,14.094789662588351193,3881668,6324,54711294.00,2804983,72.26,0.90,-0.75
17-February-2014,15.00,15.20,14.55,14.60,14.856828348961074639,1860047,3166,27634399.00,1088984,58.55,0.65,-0.40
14-February-2014,15.40,15.40,14.85,14.95,15.062521848809106401,1919441,3196,28911622.00,1200587,62.55,0.55,-0.45
13-February-2014,15.80,15.80,15.15,15.20,15.431168320892532331,2321126,3551,35817686.00,1495214,64.42,0.65,-0.60
12-February-2014,15.90,16.05,15.65,15.70,15.812140041720805070,1375333,2508,21746958.00,747683,54.36,0.40,-0.20
11-February-2014,15.95,15.95,15.65,15.65,15.754199140841891518,1342477,1633,21149650.00,782306,58.27,0.30,-0.30
10-February-2014,16.20,16.20,15.65,15.70,15.863015408930437650,1361613,2375,21599288.00,871927,64.04,0.55,-0.50
7-February-2014,16.15,16.20,15.85,16.05,15.983535155355759007,2358844,2804,37702666.00,1166349,49.45,0.35,-0.10
6-February-2014,16.15,16.75,15.85,15.95,16.164340983391105781,5782745,6744,93474262.00,2275106,39.34,0.90,-0.20
5-February-2014,15.75,16.00,15.65,15.85,15.883632816518321839,1390117,1578,22080108.00,490671,35.30,0.35,0.10
4-February-2014,15.80,16.00,15.55,15.75,15.798695289797423550,1740923,2356,27504312.00,744092,42.74,0.45,-0.05
3-February-2014,16.15,16.15,15.65,15.75,15.835761233871057939,1341145,2439,21238052.00,727452,54.24,0.50,-0.40
31-January-2014,16.15,16.25,15.90,16.05,16.063566719943584322,1463423,2415,23507793.00,703293,48.06,0.35,-0.10
30-January-2014,16.00,16.10,15.80,16.00,15.951608827741902727,1693842,2863,27019505.00,718640,42.43,0.30,0.00
29-January-2014,16.35,16.40,16.05,16.10,16.217727520762689043,984097,1721,15959817.00,461117,46.86,0.35,-0.25
28-January-2014,16.15,16.45,16.10,16.20,16.281553200398595122,1817383,2138,29589818.00,772433,42.50,0.35,0.05
27-January-2014,16.35,16.40,16.10,16.10,16.202525317021796912,1934173,3029,31338487.00,1090328,56.37,0.30,-0.25
24-January-2014,16.90,17.00,16.45,16.65,16.680950966650142732,1872032,3298,31227274.00,1013142,54.12,0.55,-0.25
23-January-2014,17.10,17.30,16.90,16.95,17.068597042836868074,2397771,7566,40926587.00,996281,41.55,0.40,-0.15
22-January-2014,17.80,17.80,16.90,17.20,17.366764171993917918,2701049,4379,46908481.00,1265722,46.86,0.90,-0.60
21-January-2014,17.60,18.15,17.35,17.75,17.744268426375833704,3534675,5562,62720222.00,986629,27.91,0.80,0.15
20-January-2014,17.75,17.85,17.25,17.45,17.553735814089469257,1614454,2429,28339699.00,651210,40.34,0.60,-0.30
17-January-2014,18.10,18.10,17.55,17.65,17.769631536248472952,2012871,4107,35767976.00,1015120,50.43,0.55,-0.45
16-January-2014,18.45,18.50,17.85,18.00,18.172536558254049130,1858609,2938,33775640.00,852017,45.84,0.65,-0.45
15-January-2014,18.25,18.75,18.15,18.30,18.382800589428522967,2039942,4002,37499847.00,767294,37.61,0.60,0.05
14-January-2014,18.45,18.85,18.20,18.35,18.453217832200662442,1853142,3127,34196433.00,680529,36.72,0.65,-0.10
13-January-2014,18.80,19.10,18.25,18.45,18.599670936655306146,2978150,5391,55392610.00,1053390,35.37,0.85,-0.35
10-January-2014,19.20,19.40,18.50,18.60,18.938832959489250290,2905846,5440,55033332.00,1148882,39.54,0.90,-0.60
9-January-2014,19.90,19.90,18.85,19.00,19.253863074617365715,3566395,6880,68666881.00,1403942,39.37,1.05,-0.90
8-January-2014,20.55,20.80,19.40,19.55,20.217672731839527933,5685301,9912,114943555.00,2804077,49.32,1.40,-1.00
7-January-2014,20.40,20.90,20.05,20.30,20.485581290228282817,7389080,12597,151369599.00,3580839,48.46,0.85,-0.10
6-January-2014,19.65,20.40,19.20,20.05,19.934926714026042153,5451930,9756,108683825.00,2456269,45.05,1.20,0.40
3-January-2014,18.85,19.75,18.65,19.60,19.262546229540245852,4153459,8670,80006196.00,1728181,41.61,1.10,0.75
2-January-2014,18.75,20.50,18.30,19.05,19.369024588103372034,10796034,17205,209108648.00,4394118,40.70,2.20,0.30
1-January-2014,17.55,18.90,17.30,18.80,18.412324809170627007,7025910,12901,129363337.00,3779985,53.80,1.60,1.25
